point_id,lon,lat,note,property,depth,value,target_units,mapped_units
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),clay,5-15cm,20.900,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),clay,15-30cm,22.800,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),clay,30-60cm,29.200,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),clay,60-100cm,30.800,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),clay,100-200cm,32.600,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),sand,0-5cm,52.500,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),sand,5-15cm,51.300,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),sand,15-30cm,50.000,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),sand,30-60cm,46.100,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),sand,60-100cm,44.400,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),sand,100-200cm,43.300,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),silt,0-5cm,28.300,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),silt,5-15cm,27.800,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),silt,15-30cm,27.200,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),silt,30-60cm,24.600,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),silt,60-100cm,24.800,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),silt,100-200cm,24.100,%,g/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),phh2o,0-5cm,5.400,-,pH*10
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),phh2o,5-15cm,5.300,-,pH*10
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),phh2o,15-30cm,5.300,-,pH*10
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),phh2o,30-60cm,5.300,-,pH*10
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),phh2o,60-100cm,5.300,-,pH*10
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),phh2o,100-200cm,5.300,-,pH*10
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),bdod,0-5cm,1.200,kg/dm³,cg/cm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),bdod,5-15cm,1.240,kg/dm³,cg/cm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),bdod,15-30cm,1.280,kg/dm³,cg/cm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),bdod,30-60cm,1.290,kg/dm³,cg/cm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),bdod,60-100cm,1.320,kg/dm³,cg/cm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),bdod,100-200cm,1.330,kg/dm³,cg/cm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),cec,0-5cm,20.600,cmol(c)/kg,mmol(c)/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),cec,5-15cm,21.300,cmol(c)/kg,mmol(c)/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),cec,15-30cm,20.100,cmol(c)/kg,mmol(c)/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),cec,30-60cm,19.900,cmol(c)/kg,mmol(c)/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),cec,60-100cm,19.500,cmol(c)/kg,mmol(c)/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),cec,100-200cm,19.600,cmol(c)/kg,mmol(c)/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),nitrogen,0-5cm,3.120,g/kg,cg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),nitrogen,5-15cm,2.040,g/kg,cg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),nitrogen,15-30cm,1.260,g/kg,cg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),nitrogen,30-60cm,0.750,g/kg,cg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),nitrogen,60-100cm,0.520,g/kg,cg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),nitrogen,100-200cm,0.490,g/kg,cg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),ocd,0-5cm,39.800,hg/m³,dg/dm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),ocd,5-15cm,29.600,hg/m³,dg/dm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),ocd,15-30cm,20.800,hg/m³,dg/dm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),ocd,30-60cm,11.700,hg/m³,dg/dm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),ocd,60-100cm,6.300,hg/m³,dg/dm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),ocd,100-200cm,3.700,hg/m³,dg/dm³
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),soc,0-5cm,38.000,g/kg,dg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),soc,5-15cm,25.800,g/kg,dg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),soc,15-30cm,19.300,g/kg,dg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),soc,30-60cm,9.800,g/kg,dg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),soc,60-100cm,8.400,g/kg,dg/kg
wes_pin,-57.03365,-25.61138,Wesley interior pin (166.3 m AMSL),soc,100-200cm,9.700,g/kg,dg/kg
