source,class,order,family,genus,scientificName,vernacularName,occurrenceCount,iucnRedListCategory
GBIF,Magnoliopsida,Malvales,Malvaceae,Luehea,Luehea candicans,Açoita-cavalo,18,
GBIF,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis linearifolia,,18,
GBIF,Magnoliopsida,Malpighiales,Violaceae,Pombalia,Pombalia bigibbosa,,18,
GBIF,Liliopsida,Poales,Poaceae,Zea,Zea mays,Coronta o Panocha,20,
GBIF,Liliopsida,Poales,Poaceae,Lasiacis,Lasiacis maculata,Carrizo,19,
GBIF,Liliopsida,Poales,Poaceae,Pharus,Pharus lappulaceus,guizazo de perro,19,
GBIF,Liliopsida,Poales,Poaceae,Olyra,Olyra ciliatifolia,,19,
GBIF,Liliopsida,Poales,Poaceae,Panicum,Panicum millegrana,capim-enxugador-grado,18,
GBIF,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus incomtus,,17,
GBIF,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea multiflora,inhame-de-espinho,15,
GBIF,Liliopsida,Poales,Cyperaceae,Bulbostylis,Bulbostylis sphaerocephala,,14,
GBIF,Liliopsida,Zingiberales,Marantaceae,Maranta,Maranta sobolifera,,13,
GBIF,Liliopsida,Poales,Poaceae,Paspalum,Paspalum guenoarum,pasto rojo,13,
GBIF,Liliopsida,Asparagales,Orchidaceae,Eulophia,Eulophia maculata,Orquídea monja africana,13,
GBIF,Liliopsida,Poales,Poaceae,Melinis,Melinis repens,Cola de zorra africana,12,
GBIF,Liliopsida,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus caulescens,,11,
GBIF,Liliopsida,Poales,Poaceae,Digitaria,Digitaria balansae,,11,
GBIF,Liliopsida,Poales,Poaceae,Digitaria,Digitaria insularis,Long Grass,10,
GBIF,Liliopsida,Poales,Poaceae,Oplismenus,Oplismenus compositus,Awned Panick Grass,9,
GBIF,Liliopsida,Poales,Poaceae,Andropogon,Andropogon bicornis,barbas de indio,9,
GBIF,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus laxus,Canoccoe’cho,9,
GBIF,Liliopsida,Asparagales,Orchidaceae,Campylocentrum,Campylocentrum neglectum,,9,
GBIF,Liliopsida,Poales,Poaceae,Ichnanthus,Ichnanthus inconstans,,9,
GBIF,Liliopsida,Alismatales,Alismataceae,Aquarius,Aquarius floribundus,,8,
GBIF,Liliopsida,Commelinales,Commelinaceae,Commelina,Commelina erecta,Cantillo,8,
GBIF,Liliopsida,Commelinales,Pontederiaceae,Pontederia,Pontederia crassipes,Buchón,8,
GBIF,Liliopsida,Poales,Poaceae,Megathyrsus,Megathyrsus maximus,Camalote,8,
GBIF,Liliopsida,Poales,Poaceae,Paspalum,Paspalum rufum,大雀稗,8,
GBIF,Liliopsida,Poales,Bromeliaceae,Ananas,Ananas comosus,Achupalla,8,
GBIF,Liliopsida,Poales,Eriocaulaceae,Eriocaulon,Eriocaulon magnum,,7,
GBIF,Liliopsida,Arecales,Arecaceae,Acrocomia,Acrocomia totai,Macaúba,7,
GBIF,Liliopsida,Poales,Poaceae,Otachyrium,Otachyrium versicolor,,7,
GBIF,Liliopsida,Poales,Poaceae,Schizachyrium,Schizachyrium microstachyum,Pasto colorado,7,
GBIF,Liliopsida,Poales,Poaceae,Pseudechinolaena,Pseudechinolaena polystachya,鈎毛草,7,
GBIF,Liliopsida,Poales,Poaceae,Eustachys,Eustachys distichophylla,pasto borla,7,
GBIF,Liliopsida,Liliales,Smilacaceae,Smilax,Smilax campestris,Zarzaparrilla Negra,7,
GBIF,Liliopsida,Alismatales,Alismataceae,Aquarius,Aquarius longiscapus,,6,
GBIF,Liliopsida,Poales,Xyridaceae,Xyris,Xyris jupicai,Richard's Yellow-eyed Grass,6,
GBIF,Liliopsida,Poales,Poaceae,Panicum,Panicum repens,cañota,6,
GBIF,Liliopsida,Poales,Poaceae,Oplismenus,Oplismenus hirtellus,Pasto sombra,6,
GBIF,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea hassleriana,cará,6,
GBIF,Liliopsida,Commelinales,Pontederiaceae,Pontederia,Pontederia cordata,Pickerel-weed,6,
GBIF,Liliopsida,Poales,Poaceae,Panicum,Panicum olyroides,paja peluda,6,
GBIF,Liliopsida,Poales,Bromeliaceae,Bromelia,Bromelia balansae,cardo gancho,6,
GBIF,Liliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria montevidensis,Aztec arrowhead,6,
GBIF,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus brasiliensis,Ascolepis du Brésil,6,
GBIF,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia tenuifolia,Narrowleaf Airplant,5,
GBIF,Liliopsida,Poales,Poaceae,Dichanthelium,Dichanthelium sabulorum,American panic grass,5,
GBIF,Liliopsida,Poales,Mayacaceae,Mayaca,Mayaca sellowiana,maiacá,5,
GBIF,Liliopsida,Commelinales,Commelinaceae,Commelina,Commelina diffusa,erva-menina,5,
GBIF,Liliopsida,Poales,Poaceae,Panicum,Panicum pedersenii,capim-furachão,5,
GBIF,Liliopsida,Poales,Poaceae,Steinchisma,Steinchisma laxum,Lax Panicgrass,5,
GBIF,Liliopsida,Poales,Poaceae,Setaria,Setaria vulpiseta,zacate carrizo,5,
GBIF,Liliopsida,Poales,Poaceae,Digitaria,Digitaria horizontalis,Guardarrocio,5,
GBIF,Liliopsida,Poales,Poaceae,Digitaria,Digitaria singularis,,5,
GBIF,Liliopsida,Commelinales,Commelinaceae,Dichorisandra,Dichorisandra hexandra,Dedo,5,
GBIF,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia lorentziana,cravo-do-mato,4,
GBIF,Liliopsida,Poales,Poaceae,Paspalum,Paspalum urvillei,Camalote aglomerado sudamericano,4,
GBIF,Liliopsida,Poales,Poaceae,Axonopus,Axonopus compressus,alfombra,4,
GBIF,Liliopsida,Poales,Poaceae,Axonopus,Axonopus fissifolius,gramalote,4,
GBIF,Liliopsida,Poales,Cyperaceae,Scleria,Scleria latifolia,Zèb kouto,4,
GBIF,Liliopsida,Arecales,Arecaceae,Butia,Butia arenicola,,4,
GBIF,Liliopsida,Arecales,Arecaceae,Copernicia,Copernicia alba,Caranday,4,
GBIF,Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus stelzneri,Redbelly Toad,152,
GBIF,Amphibia,Anura,Hylidae,Lysapsus,Lysapsus limellum,,12,
GBIF,Amphibia,Anura,Bufonidae,Rhinella,Rhinella diptycha,Cururú,9,
GBIF,Amphibia,Anura,Leptodactylidae,Adenomera,Adenomera diptyx,Chacoan Tropical Bullfrog,7,
GBIF,Amphibia,Anura,Microhylidae,Elachistocleis,Elachistocleis bicolor,Rana Pinguino,5,
GBIF,Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus nanus,Ranita trepadora enana,5,
GBIF,Amphibia,Anura,Hylidae,Boana,Boana raniceps,Rana Arborea Meridional,4,
GBIF,Amphibia,Anura,Hylidae,Scinax,Scinax fuscovarius,Fuscous-blotched Treefrog,3,
GBIF,Amphibia,Anura,Hylidae,Osteopilus,Osteopilus ocellatus,Jamaican Laughing Frog,3,
GBIF,Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus fulvoguttatus,Spotted Red-belly Toad,2,
GBIF,Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus biligonigerus,Rana llorona,2,
GBIF,Amphibia,Anura,Bufonidae,Rhinella,Rhinella fernandezae,,2,
GBIF,Amphibia,Anura,Leptodactylidae,Adenomera,Adenomera guarani,,1,
GBIF,Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus cuvieri,Barker Frog,1,
GBIF,Amphibia,Anura,Hylidae,Pseudis,Pseudis paradoxa,Swimming Frog,1,
GBIF,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus chaquensis,Leptodactyle du Chaco (Le),1,
GBIF,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus podicipinus,Rana puntiaguda espumera,1,
GBIF,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus elenae,Rana de elena,1,
GBIF,Insecta,Coleoptera,Staphylinidae,Anotylus,Anotylus insignitus,,48,
GBIF,Insecta,Coleoptera,Curculionidae,Aracanthus,Aracanthus robustus,,42,
GBIF,Insecta,Lepidoptera,Notodontidae,Hemiceras,Hemiceras soso,,41,
GBIF,Insecta,Thysanoptera,Thripidae,Arorathrips,Arorathrips mexicanus,Thrip,25,
GBIF,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Hormiga roja argentina de fuego,19,
GBIF,Insecta,Orthoptera,Acrididae,Neopedies,Neopedies gigas,,13,
GBIF,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis macdonaghi,,13,
GBIF,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile curvipes,,10,
GBIF,Insecta,Hymenoptera,Halictidae,Augochlorella,Augochlorella tredecim,,10,
GBIF,Insecta,Orthoptera,Acrididae,Neopedies,Neopedies guarani,,10,
GBIF,Insecta,Orthoptera,Acrididae,Ronderosia,Ronderosia cinctipes,,10,
GBIF,Insecta,Diptera,Culicidae,Sabethes,Sabethes quasicyaneus,,9,
GBIF,Insecta,Coleoptera,Staphylinidae,Terataki,Terataki badiipenne,,8,
GBIF,Insecta,Hymenoptera,Halictidae,Pseudagapostemon,Pseudagapostemon arenarius,,8,
GBIF,Insecta,Diptera,Culicidae,Sabethes,Sabethes albiprivus,,8,
GBIF,Insecta,Coleoptera,Curculionidae,Eudiagogus,Eudiagogus episcopalis,Burrito del seibillo,7,
GBIF,Insecta,Hymenoptera,Apidae,Bombus,Bombus brasiliensis,Abejorro de Brasil,7,
GBIF,Insecta,Orthoptera,Acrididae,Eutryxalis,Eutryxalis filata,,7,
GBIF,Insecta,Coleoptera,Curculionidae,Hyphantus,Hyphantus argentinensis,,6,
GBIF,Insecta,Odonata,Libellulidae,Miathyria,Miathyria marcella,Rayadora del jacinto,6,
GBIF,Insecta,Diptera,Culicidae,Sabethes,Sabethes glaucodaemon,,6,
GBIF,Insecta,Orthoptera,Acrididae,Rhammatocerus,Rhammatocerus brasiliensis,,6,
GBIF,Insecta,Orthoptera,Acrididae,Atrachelacris,Atrachelacris unicolor,,6,
GBIF,Insecta,Orthoptera,Acrididae,Ronderosia,Ronderosia dubia,,6,
GBIF,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris amoena,Mòt Saturno,6,
GBIF,Insecta,Orthoptera,Acrididae,Scotussa,Scotussa cliens,Tucura del falso caraguatá,6,
GBIF,Insecta,Hemiptera,Membracidae,Cyphonia,Cyphonia clavata,Ant-mimicking Treehopper,6,
GBIF,Insecta,Coleoptera,Cerambycidae,Fissapoda,Fissapoda barbicrus,,6,
GBIF,Insecta,Odonata,Libellulidae,Erythrodiplax,Erythrodiplax umbrata,Rayadora de bandas negras,5,
GBIF,Insecta,Orthoptera,Acrididae,Dichroplus,Dichroplus exilis,,5,
GBIF,Insecta,Lepidoptera,Sphingidae,Xylophanes,Xylophanes elara,,5,
GBIF,Insecta,Lepidoptera,Sphingidae,Protambulyx,Protambulyx astygonus,,5,
GBIF,Insecta,Hymenoptera,Apidae,Trigona,Trigona spinipes,Abeja sin aguijón de patas espinosas,5,
GBIF,Insecta,Coleoptera,Staphylinidae,Philonthus,Philonthus spec,,5,
GBIF,Insecta,Lepidoptera,Saturniidae,Adeloneivaia,Adeloneivaia muelleri,,4,
GBIF,Insecta,Coleoptera,Scarabaeidae,Macrodactylus,Macrodactylus pallens,,4,
GBIF,Insecta,Hymenoptera,Formicidae,Ectatomma,Ectatomma tuberculatum,Hormiga de grandes mandíbulas,4,
GBIF,Insecta,Hymenoptera,Sphecidae,Eremnophila,Eremnophila opulenta,,4,
GBIF,Insecta,Hymenoptera,Scelionidae,Calliscelio,Calliscelio bisulcatus,,4,
GBIF,Insecta,Mantodea,Acanthopidae,Acontista,Acontista aurantiaca,kudlanka oranžová,4,
GBIF,Insecta,Diptera,Culicidae,Sabethes,Sabethes chloropterus,,4,
GBIF,Insecta,Orthoptera,Romaleidae,Prionolopha,Prionolopha serrata,,4,
GBIF,Insecta,Orthoptera,Romaleidae,Zoniopoda,Zoniopoda omnicolor,,4,
GBIF,Insecta,Lepidoptera,Sphingidae,Callionima,Callionima inuus,,4,
GBIF,Insecta,Lepidoptera,Saturniidae,Hyperchiria,Hyperchiria orodina,,4,
GBIF,Insecta,Lepidoptera,Saturniidae,Cicia,Cicia pamala,,4,
GBIF,Insecta,Coleoptera,Scarabaeidae,Eurysternus,Eurysternus parallelus,,4,
GBIF,Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus oileus,Tropical Checkered Skipper,4,
GBIF,Insecta,Orthoptera,Acrididae,Ronderosia,Ronderosia bergii,,4,
GBIF,Insecta,Coleoptera,Staphylinidae,Diochus,Diochus schaumii,,4,
GBIF,Insecta,Coleoptera,Staphylinidae,Diochus,Diochus hanagarthi,,4,
GBIF,Insecta,Coleoptera,Scarabaeidae,Gymnetis,Gymnetis pantherina,Rorschach Flower Scarab,3,
GBIF,Insecta,Coleoptera,Scarabaeidae,Allorrhina,Allorrhina menetriesi,,3,
GBIF,Insecta,Coleoptera,Scarabaeidae,Canthon,Canthon smaragdulus,,3,
GBIF,Insecta,Lepidoptera,Erebidae,Robinsonia,Robinsonia drechseli,,3,
GBIF,Insecta,Diptera,Cecidomyiidae,Prodiplosis,Prodiplosis hirsuta,,3,
GBIF,Insecta,Coleoptera,Geotrupidae,Bolbapium,Bolbapium sergioidae,,3,
GBIF,Insecta,Coleoptera,Curculionidae,Bosquiella,Bosquiella pubescens,,3,
GBIF,Insecta,Hymenoptera,Apidae,Tetragonisca,Tetragonisca fiebrigi,Yateí del sur,3,
GBIF,Insecta,Hymenoptera,Apidae,Melipona,Melipona quadrifasciata,Abeja melipona,3,
GBIF,Insecta,Hymenoptera,Sphecidae,Sphex,Sphex servillei,,3,
GBIF,Insecta,Hymenoptera,Halictidae,Augochlorella,Augochlorella ephyra,,3,
GBIF,Insecta,Odonata,Aeshnidae,Triacanthagyna,Triacanthagyna nympha,Nymph Duskhawker,3,
GBIF,Insecta,Diptera,Culicidae,Haemagogus,Haemagogus leucocelaenus,,3,
GBIF,Insecta,Orthoptera,Tettigoniidae,Phylloptera,Phylloptera fosteri,,3,
GBIF,Insecta,Orthoptera,Acrididae,Staurorhectus,Staurorhectus longicornis,,3,
GBIF,Insecta,Orthoptera,Acrididae,Ronderosia,Ronderosia paraguayensis,,3,
GBIF,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca rustica,Rustic Sphinx,3,
GBIF,Insecta,Lepidoptera,Lycaenidae,Arawacus,Arawacus separata,,3,
GBIF,Insecta,Lepidoptera,Hesperiidae,Pyrrhopyge,Pyrrhopyge pelota,Pelota Firetip,3,
GBIF,Insecta,Lepidoptera,Hesperiidae,Antigonus,Antigonus erosus,Festoneada Lila,3,
GBIF,Insecta,Coleoptera,Scarabaeidae,Eurysternus,Eurysternus aeneus,,3,
GBIF,Insecta,Coleoptera,Curculionidae,Polyteles,Polyteles guerini,,3,
GBIF,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus cingulatus,,3,
GBIF,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis saevissima,Red ant,3,
GBIF,Insecta,Lepidoptera,Nymphalidae,Anartia,Anartia amathea,Mariposa pavo real roja,3,
GBIF,Insecta,Lepidoptera,Sesiidae,Sesia,Biblis hyperia,Alas Sangrantes,3,
GBIF,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus,Mariposa reina,3,
GBIF,Insecta,Hemiptera,Reduviidae,Triatoma,Triatoma infestans,Chichá,3,
GBIF,Insecta,Hemiptera,Reduviidae,Triatoma,Triatoma sordida,Barbeiro,3,
GBIF,Insecta,Hemiptera,Cicadidae,Quesada,Quesada gigas,Chicharra gigante,3,
GBIF,Insecta,Blattodea,Termitidae,Aparatermes,Aparatermes abbreviatus,,3,
GBIF,Insecta,Lepidoptera,Saturniidae,Oiticella,Oiticella convergens,,2,
GBIF,Insecta,Lepidoptera,Nymphalidae,Catagramma,Callicore sorana,,2,
GBIF,Insecta,Coleoptera,Staphylinidae,Tetradonia,Tetradonia bruchi,,2,
GBIF,Insecta,Coleoptera,Scarabaeidae,Coelosis,Coelosis hippocrates,,2,
GBIF,Insecta,Coleoptera,Scarabaeidae,Gymnetis,Gymnetis bomplandi,,2,
GBIF,Insecta,Coleoptera,Scarabaeidae,Canthon,Canthon unicolor,,2,
GBIF,Insecta,Coleoptera,Cerambycidae,Neoclytus,Neoclytus pusillus,,2,
GBIF,Insecta,Lepidoptera,Sphingidae,Nyceryx,Nyceryx alophus,,2,
GBIF,Insecta,Lepidoptera,Erebidae,Gloora,Gloora mundula,,2,
GBIF,Insecta,Coleoptera,Curculionidae,Euplatypus,Euplatypus hians,,2,
GBIF,Insecta,Hymenoptera,Ichneumonidae,Ophion,Ophion flavidus,,2,
GBIF,Insecta,Hymenoptera,Eumenidae,Polistes,Polistes canadensis,Avispa papelera colorada,2,
GBIF,Insecta,Hymenoptera,Eumenidae,Polistes,Polistes cavapyta,Avispa colorada de cabeza amarilla,2,
GBIF,Insecta,Hymenoptera,Formicidae,Ectatomma,Ectatomma edentatum,,2,
GBIF,Insecta,Hymenoptera,Formicidae,Brachymyrmex,Brachymyrmex cordemoyi,Amerikaanse negenspriet,2,
GBIF,Insecta,Hymenoptera,Formicidae,Pachycondyla,Pachycondyla striata,Come-cobra,2,
GBIF,Insecta,Hymenoptera,Formicidae,Cylindromyrmex,Cylindromyrmex brasiliensis,,2,
GBIF,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,Pseudomyrmex rufiventris,,2,
iNat,Amphibia,,,Rhinella,Rhinella diptycha,Cururu Toad,12,
iNat,Aves,,,Daptrius,Daptrius chimachima,Yellow-headed Caracara,10,
iNat,Plantae,,,Jungia,Jungia floribunda,,10,
iNat,Arachnida,,,Philira,Philira micans,,10,
iNat,Insecta,,,Zoniopoda,Zoniopoda omnicolor,,7,
iNat,Plantae,,,Eugenia,Eugenia uniflora,Surinam cherry,7,
iNat,Aves,,,Coragyps,Coragyps atratus,Black Vulture,6,
iNat,Plantae,,,Adiantopsis,Adiantopsis radiata,,6,
iNat,Plantae,,,Glandularia,Glandularia peruviana,Peruvian Mock Vervain,5,
iNat,Reptilia,,,Tropidurus,Tropidurus guarani,Guarani Spiny Lizard,5,
iNat,Plantae,,,Solanum,Solanum viarum,tropical soda-apple,5,
iNat,Plantae,,,Eugenia,Eugenia myrcianthes,,5,
iNat,Aves,,,Trogon,Trogon curucui,Blue-crowned Trogon,5,
iNat,Plantae,,,Praecereus,Praecereus euchlorus,,5,
iNat,Insecta,,,Burnsius,Burnsius orcus,Orcus Checkered-Skipper,5,
iNat,Plantae,,,Solanum,Solanum sisymbriifolium,Red Buffalo-bur,5,
iNat,Fungi,,,Trametes,Trametes sanguinea,Cinnabar Bracket,5,
iNat,Insecta,,,Erythrodiplax,Erythrodiplax umbrata,Band-winged Dragonlet,5,
iNat,Aves,,,Pteroglossus,Pteroglossus castanotis,Chestnut-eared Aracari,4,
iNat,Amphibia,,,Elachistocleis,Elachistocleis bicolor,Two-colored oval frog,4,
iNat,Insecta,,,Battus,Battus polydamas,Polydamas Swallowtail,4,
iNat,Aves,,,Vanellus,Vanellus chilensis,Southern Lapwing,4,
iNat,Insecta,,,Morpho,Morpho helenor,Common Morpho,4,
iNat,Aves,,,Cyanocorax,Cyanocorax chrysops,Plush-crested Jay,4,
iNat,Aves,,,Nyctibius,Nyctibius griseus,Common Potoo,4,
iNat,Plantae,,,Stachytarpheta,Stachytarpheta cayennensis,Rattail,4,
iNat,Insecta,,,Anartia,Anartia amathea,Red Peacock,4,
iNat,Insecta,,,Prionolopha,Prionolopha serrata,,4,
iNat,Arachnida,,,Argiope,Argiope argentata,Silver Garden Orbweaver,4,
iNat,Plantae,,,Petiveria,Petiveria alliacea,Guinea Hen Weed,4,
iNat,Insecta,,,Biblis,Biblis hyperia,Southern Red Rim,4,
iNat,Plantae,,,Copaifera,Copaifera langsdorffii,Langsdorf's Copaifera,4,
iNat,Plantae,,,Copernicia,Copernicia alba,Caranday Palm,4,
iNat,Aves,,,Pseudoleistes,Pseudoleistes guirahuro,Yellow-rumped Marshbird,4,
iNat,Plantae,,,Plinia,Plinia cauliflora,Jaboticaba,4,
iNat,Plantae,,,Ruellia,Ruellia angustiflora,,3,
iNat,Insecta,,,Callicore,Callicore sorana,eighty butterfly,3,
iNat,Amphibia,,,Scinax,Scinax fuscovarius,Fuscous-blotched Snouted Tree Frog,3,
iNat,Insecta,,,Callicore,Callicore hydaspes,Hydaspes Eighty-Eight,3,
iNat,Insecta,,,Enoplocerus,Enoplocerus armillatus,Giant Imperious Sawyer,3,
iNat,Arachnida,,,Alpaida,Alpaida carminea,,3,
iNat,Aves,,,Syrigma,Syrigma sibilatrix,Whistling Heron,3,
iNat,Arachnida,,,Krateromaspis,Krateromaspis dilatata,,3,
iNat,Arachnida,,,Alpaida,Alpaida rubellula,,3,
iNat,Plantae,,,Acrocomia,Acrocomia totai,totai palm,3,
iNat,Plantae,,,Justicia,Justicia laevilinguis,,3,
iNat,Mammalia,,,Cerdocyon,Cerdocyon thous,Crab-eating Fox,3,
iNat,Plantae,,,Cybistax,Cybistax antisyphilitica,,3,
iNat,Plantae,,,Peltophorum,Peltophorum dubium,Yellow Poinciana,3,
iNat,Insecta,,,Dione,Dione vanillae,Gulf Fritillary,3,
iNat,Reptilia,,,Salvator,Salvator merianae,Argentine Black-and-white Tegu,3,
iNat,Aves,,,Chlorostilbon,Chlorostilbon lucidus,Glittering-bellied Emerald,3,
iNat,Insecta,,,Tetragonisca,Tetragonisca fiebrigi,Fiebrig's Stingless Bee,3,
iNat,Plantae,,,Solanum,Solanum granulosoleprosum,,3,
iNat,Insecta,,,Ortilia,Ortilia ithra,Ithra Crescent,3,
iNat,Plantae,,,Thaumatophyllum,Thaumatophyllum petraeum,,3,
iNat,Plantae,,,Tabernaemontana,Tabernaemontana catharinensis,,3,
iNat,Plantae,,,Trichocentrum,Trichocentrum pumilum,,3,
iNat,Plantae,,,Commelina,Commelina erecta,whitemouth dayflower,3,
iNat,Plantae,,,Luehea,Luehea divaricata,,3,
iNat,Plantae,,,Allophylus,Allophylus edulis,cocum,3,
iNat,Plantae,,,Begonia,Begonia cucullata,Wax begonia,3,
iNat,Insecta,,,Antigonus,Antigonus erosus,Common Spurwing,3,
iNat,Aves,,,Crotophaga,Crotophaga ani,Smooth-billed Ani,3,
iNat,Plantae,,,Maytenus,Maytenus ilicifolia,,3,
iNat,Arachnida,,,Kukulcania,Kukulcania hibernalis,Southern House Spider,3,
iNat,Insecta,,,Doxocopa,Doxocopa kallina,,3,
iNat,Insecta,,,Arawacus,Arawacus separata,Separated Stripestreak,3,
iNat,Insecta,,,Heraclides,Heraclides astyalus,Astyalus Swallowtail,3,
iNat,Insecta,,,Allorrhina,Allorrhina menetriesi,,3,
iNat,Insecta,,,Gymnetis,Gymnetis pantherina,Rorschach Flower Scarab,3,
iNat,Amphibia,,,Melanophryniscus,Melanophryniscus fulvoguttatus,Spotted Red-belly Toad,2,
iNat,Mammalia,,,Didelphis,Didelphis albiventris,White-eared Opossum,2,
iNat,Plantae,,,Dichorisandra,Dichorisandra hexandra,,2,
iNat,Plantae,,,Justicia,Justicia brasiliana,,2,
iNat,Plantae,,,Myrcianthes,Myrcianthes pungens,,2,
iNat,Insecta,,,Hamadryas,Hamadryas februa,Gray Cracker,2,
iNat,Reptilia,,,Hemidactylus,Hemidactylus mabouia,Tropical House Gecko,2,
iNat,Arachnida,,,Menemerus,Menemerus bivittatus,Gray Wall Jumping Spider,2,
iNat,Plantae,,,Araujia,Araujia plumosa,,2,
iNat,Insecta,,,Ascalapha,Ascalapha odorata,Black Witch,2,
iNat,Aves,,,Brotogeris,Brotogeris chiriri,Yellow-chevroned Parakeet,2,
iNat,Insecta,,,Callionima,Callionima inuus,,2,
iNat,Plantae,,,Carica,Carica papaya,Papaya,2,
iNat,Mammalia,,,Coendou,Coendou spinosus,Orange-spined Hairy Dwarf Porcupine,2,
iNat,Arachnida,,,Nhandu,Nhandu carapoensis,Brazilian Red Tarantula,2,
iNat,Reptilia,,,Bothrops,Bothrops diporus,Painted Lancehead,2,
iNat,Plantae,,,Passiflora,Passiflora capsularis,,2,
iNat,Plantae,,,Cassia,Cassia fistula,Golden Shower Tree,2,
iNat,Insecta,,,Cissia,Cissia eous,,2,
iNat,Insecta,,,Chromacris,Chromacris speciosa,Soldier Grasshopper,2,
iNat,Aves,,,Troglodytes,Troglodytes musculus,Southern House Wren,2,
iNat,Plantae,,,Bromelia,Bromelia balansae,Heart of Flame,2,
iNat,Plantae,,,Pontederia,Pontederia azurea,anchored water hyacinth,2,
iNat,Reptilia,,,Philodryas,Philodryas patagoniensis,Patagonian Racer,2,
iNat,Plantae,,,Cereus,Cereus lanosus,,2,
iNat,Plantae,,,Thaumatophyllum,Thaumatophyllum undulatum,,2,
iNat,Plantae,,,Trichilia,Trichilia pallida,,2,
iNat,Plantae,,,Taquara,Taquara micrantha,,2,
iNat,Aves,,,Athene,Athene cunicularia,Burrowing Owl,2,
iNat,Insecta,,,Dysschema,Dysschema sacrifica,,2,
iNat,Fungi,,,Phallus,Phallus indusiatus,bridal veil stinkhorn,2,
iNat,Plantae,,,Hedychium,Hedychium coronarium,Butterfly ginger lily,2,
iNat,Insecta,,,Polistes,Polistes canadensis,Neotropical Red Paper Wasp,2,
iNat,Insecta,,,Quesada,Quesada gigas,Giant Cicada,2,
iNat,Plantae,,,Cipura,Cipura paludosa,,2,
iNat,Plantae,,,Pluchea,Pluchea sagittalis,Wingstem Camphorweed,2,
iNat,Reptilia,,,Teius,Teius teyou,Four-toed Tegu,2,
iNat,Insecta,,,Chiothion,Chiothion asychis,White-patched Skipper,2,
iNat,Plantae,,,Melia,Melia azedarach,Chinaberry,2,
iNat,Plantae,,,Buddleja,Buddleja stachyoides,Argentine butterfly bush,2,
iNat,Plantae,,,Pyrostegia,Pyrostegia venusta,Flame vine,2,
iNat,Insecta,,,Catagramma,Catagramma pygas,Godart's numberwing,2,
iNat,Reptilia,,,Tropidurus,Tropidurus lagunablanca,Chaco Spiny Lizard,2,
iNat,Insecta,,,Enema,Enema pan,,2,
iNat,Plantae,,,Solanum,Solanum americanum,American black nightshade,2,
iNat,Plantae,,,Anadenanthera,Anadenanthera colubrina,Red Angico,2,
iNat,Mammalia,,,Herpailurus,Herpailurus yagouaroundi,Jaguarundi,2,
iNat,Plantae,,,Zygostates,Zygostates alleniana,,2,
iNat,Plantae,,,Solanum,Solanum palinacanthum,,2,
iNat,Insecta,,,Harmonia,Harmonia axyridis,Asian Lady Beetle,2,
iNat,Plantae,,,Thaumatophyllum,Thaumatophyllum bipinnatifidum,Tree Philodendron,2,
iNat,Insecta,,,Protambulyx,Protambulyx strigilis,Streaked Sphinx,2,
iNat,Plantae,,,Pterogyne,Pterogyne nitens,,2,
iNat,Insecta,,,Manduca,Manduca rustica,Rustic Sphinx,2,
iNat,Aves,,,Amblyramphus,Amblyramphus holosericeus,Scarlet-headed Blackbird,2,
iNat,Insecta,,,Anartia,Anartia jatrophae,White Peacock,2,
iNat,Plantae,,,Syagrus,Syagrus romanzoffiana,Queen palm,2,
iNat,Plantae,,,Cereus,Cereus stenogonus,,2,
iNat,Plantae,,,Ipomoea,Ipomoea indica,oceanblue morning glory,2,
iNat,Insecta,,,Gymnetis,Gymnetis bomplandi,,2,
iNat,Insecta,,,Eurata,Eurata elegans,,2,
