source,class,order,family,genus,scientificName,vernacularName,occurrenceCount,iucnRedListCategory
iNat,Insecta,,,Phoebis,Phoebis neocypris,Tailed Sulphur,2,
iNat,Arachnida,,,Gypogyna,Gypogyna forceps,,2,
iNat,Aves,,,Rupornis,Rupornis magnirostris,Roadside Hawk,2,
iNat,Insecta,,,Neoclytus,Neoclytus pusillus,,2,
iNat,Insecta,,,Cotyclytus,Cotyclytus curvatus,,2,
iNat,Fungi,,,Favolus,Favolus brasiliensis,,2,
iNat,Plantae,,,Alternanthera,Alternanthera hirtula,,2,
iNat,Aves,,,Falco,Falco sparverius,American Kestrel,1,
iNat,Insecta,,,Strymon,Strymon mulucha,Mottled Scrub-Hairstreak,1,
iNat,Plantae,,,Emilia,Emilia fosbergii,Red Tasselflower,1,
iNat,Insecta,,,Dolichoderus,Dolichoderus bispinosus,,1,
iNat,Insecta,,,Hymenia,Hymenia perspectalis,Spotted Beet Webworm Moth,1,
iNat,Insecta,,,Labidus,Labidus coecus,,1,
iNat,Amphibia,,,Odontophrynus,Odontophrynus asper,,1,
iNat,Insecta,,,Ceroctena,Ceroctena amynta,Emeraldine,1,
iNat,Plantae,,,Tradescantia,Tradescantia boliviana,,1,
iNat,Plantae,,,Justicia,Justicia rusbyi,,1,
iNat,Plantae,,,Solanum,Solanum pseudocapsicum,Jerusalem cherry,1,
iNat,Plantae,,,Brasiliopuntia,Brasiliopuntia brasiliensis,,1,
iNat,Plantae,,,Pharus,Pharus lappulaceus,Creeping Leafstalk Grass,1,
iNat,Reptilia,,,Phalotris,Phalotris matogrossensis,Mato Grosso Burrowing Snake,1,
iNat,Aves,,,Ramphastos,Ramphastos toco,Toco Toucan,1,
iNat,Reptilia,,,Ameiva,Ameiva ameiva,Giant Ameiva,1,
iNat,Insecta,,,Saurita,Saurita cassandra,,1,
iNat,Arachnida,,,Latrodectus,Latrodectus geometricus,Brown Widow,1,
iNat,Plantae,,,Hydrolea,Hydrolea spinosa,Spiny False Fiddleleaf,1,
iNat,Insecta,,,Tetracha,Tetracha brasiliensis,,1,
iNat,Reptilia,,,Apostolepis,Apostolepis dimidiata,Variable Blackhead,1,
iNat,Reptilia,,,Philodryas,Philodryas aestiva,Brazilian Green Racer,1,
iNat,Insecta,,,Leucothyreus,Leucothyreus marginaticollis,,1,
iNat,Insecta,,,Eupyrrhoglossum,Eupyrrhoglossum sagra,Cuban Sphinx,1,
iNat,Plantae,,,Canna,Canna indica,Indian shot,1,
iNat,Insecta,,,Phthiacnemia,Phthiacnemia picta,,1,
iNat,Plantae,,,Sidastrum,Sidastrum paniculatum,panicled sand-mallow,1,
iNat,Aves,,,Turdus,Turdus amaurochalinus,Creamy-bellied Thrush,1,
iNat,Aves,,,Cyanocorax,Cyanocorax cyanomelas,Purplish Jay,1,
iNat,Aves,,,Ictinia,Ictinia mississippiensis,Mississippi Kite,1,
iNat,Arachnida,,,Phoneutria,Phoneutria nigriventer,Brazilian Wandering Spider,1,
iNat,Insecta,,,Synargis,Synargis calyce,False Nymphidium,1,
iNat,Insecta,,,Junonia,Junonia genoveva,Common Mangrove Buckeye,1,
iNat,Aves,,,Cyclarhis,Cyclarhis gujanensis,Rufous-browed Peppershrike,1,
iNat,Insecta,,,Vanessa,Vanessa myrinna,Banded Lady,1,
iNat,Insecta,,,Erinnyis,Erinnyis crameri,Cramer's Sphinx,1,
iNat,Aves,,,Athene,Athene cunicularia cunicularia,Southern Burrowing Owl,1,
iNat,Aves,,,Asio,Asio clamator,Striped Owl,1,
iNat,Plantae,,,Hypochaeris,Hypochaeris albiflora,white flatweed,1,
iNat,Plantae,,,Pontederia,Pontederia crassipes,common water hyacinth,1,
iNat,Plantae,,,Stemodia,Stemodia verticillata,Whorled Twintip,1,
iNat,Insecta,,,Pachylioides,Pachylioides resumens,Lesser Ficus Sphinx,1,
iNat,Insecta,,,Heraclides,Heraclides hectorides,,1,
iNat,Plantae,,,Myriophyllum,Myriophyllum aquaticum,Parrot's feather,1,
iNat,Plantae,,,Piper,Piper regnellii,,1,
iNat,Plantae,,,Argemone,Argemone mexicana,Mexican prickly poppy,1,
iNat,Aves,,,Megascops,Megascops choliba,Tropical Screech-Owl,1,
iNat,Insecta,,,Achryson,Achryson foersteri,,1,
iNat,Aves,,,Coryphospingus,Coryphospingus cucullatus,Red-crested Finch,1,
iNat,Plantae,,,Calea,Calea clematidea,,1,
iNat,Plantae,,,Capanemia,Capanemia micromera,,1,
iNat,Insecta,,,Apoica,Apoica gelida,,1,
iNat,Plantae,,,Croton,Croton urucurana,,1,
iNat,Aves,,,Thalurania,Thalurania furcata,Fork-tailed Woodnymph,1,
iNat,Plantae,,,Tridax,Tridax procumbens,Tridax Daisy,1,
iNat,Plantae,,,Leonotis,Leonotis nepetifolia,lion's ear,1,
iNat,Plantae,,,Opuntia,Opuntia elata,Riverina pear,1,
iNat,Insecta,,,Erinnyis,Erinnyis ello,Ello Sphinx,1,
iNat,Insecta,,,Sceliphron,Sceliphron fistularium,,1,
iNat,Insecta,,,Carystus,Carystus lota,Lota Skipper,1,
iNat,Insecta,,,Ectatomma,Ectatomma tuberculatum,,1,
iNat,Aves,,,Lochmias,Lochmias nematura,Sharp-tailed Streamcreeper,1,
iNat,Aves,,,Celeus,Celeus lugubris,Pale-crested Woodpecker,1,
iNat,Plantae,,,Passiflora,Passiflora cincinnata,crato passionvine,1,
iNat,Aves,,,Colaptes,Colaptes campestris campestroides,Field Flicker,1,
iNat,Plantae,,,Pityrogramma,Pityrogramma calomelanos,silver fern,1,
iNat,Plantae,,,Austroeupatorium,Austroeupatorium inulifolium,Whiteweed,1,
iNat,Plantae,,,Passiflora,Passiflora edulis,common passionfruit,1,
iNat,Plantae,,,Eulophia,Eulophia maculata,Monk Orchid,1,
iNat,Insecta,,,Doxocopa,Doxocopa linda,,1,
iNat,Aves,,,Guira,Guira guira,Guira Cuckoo,1,
iNat,Plantae,,,Cascabela,Cascabela thevetia,Be-still tree,1,
iNat,Plantae,,,Ceiba,Ceiba speciosa,Silk floss tree,1,
iNat,Plantae,,,Delonix,Delonix regia,Flamboyant,1,
iNat,Plantae,,,Cereus,Cereus hildmannianus,Andes organ pipe cactus,1,
iNat,Insecta,,,Cephalotes,Cephalotes atratus,Common Giant Turtle Ant,1,
iNat,Insecta,,,Eumorpha,Eumorpha vitis,Vine Sphinx,1,
iNat,Aves,,,Tyrannus,Tyrannus melancholicus,Tropical Kingbird,1,
iNat,Actinopterygii,,,Bryconamericus,Bryconamericus exodon,Lemontail Astyanax,1,
iNat,Actinopterygii,,,Rineloricaria,Rineloricaria lanceolata,Chocolate-colored Catfish,1,
iNat,Actinopterygii,,,Osteogaster,Osteogaster aenea,Bronze Cory,1,
iNat,Actinopterygii,,,Parodon,Parodon nasus,Foxnose Characin,1,
iNat,Aves,,,Icterus,Icterus pyrrhopterus,Variable Oriole,1,
iNat,Actinopterygii,,,Hoplias,Hoplias misionera,Snakeskin Wolffish,1,
iNat,Insecta,,,Adelpha,Adelpha iphicleola,Iphicleola Sister,1,
iNat,Arachnida,,,Grammostola,Grammostola pulchripes,Chaco Golden-knee Tarantula,1,
iNat,Plantae,,,Ipomoea,Ipomoea alba,Moonflower,1,
iNat,Insecta,,,Argia,Argia reclusa,,1,
iNat,Plantae,,,Lippia,Lippia lupulina,,1,
iNat,Plantae,,,Turnera,Turnera subulata,Cuban Buttercup,1,
iNat,Plantae,,,Salvia,Salvia guaranitica,Anise-scented sage,1,
iNat,Mammalia,,,Dasyprocta,Dasyprocta azarae,Azara's Agouti,1,
iNat,Insecta,,,Lethocerus,Lethocerus annulipes,,1,
iNat,Plantae,,,Psidium,Psidium guajava,Common guava,1,
iNat,Insecta,,,Enchenopa,Enchenopa squamigera,,1,
iNat,Insecta,,,Atyria,Atyria basina,,1,
iNat,Plantae,,,Chrysophyllum,Chrysophyllum marginatum,,1,
iNat,Plantae,,,Plenckia,Plenckia populnea,,1,
iNat,Plantae,,,Alstroemeria,Alstroemeria psittacina,Peruvian Lily,1,
iNat,Plantae,,,Costus,Costus arabicus,,1,
iNat,Plantae,,,Psychotria,Psychotria leiocarpa,,1,
iNat,Plantae,,,Melinis,Melinis repens,Natal Grass,1,
iNat,Plantae,,,Handroanthus,Handroanthus impetiginosus,pink ipê,1,
iNat,Insecta,,,Melanis,Melanis aegates,,1,
iNat,Aves,,,Nyctidromus,Nyctidromus albicollis,Common Pauraque,1,
iNat,Plantae,,,Abutilon,Abutilon grandifolium,hairy abutilon,1,
iNat,Plantae,,,Kalanchoe,Kalanchoe pinnata,Air Plant,1,
iNat,Plantae,,,Plantago,Plantago rhodosperma,redseed plantain,1,
iNat,Plantae,,,Centratherum,Centratherum punctatum,Brazilian bachelor's button,1,
iNat,Plantae,,,Christella,Christella dentata,Soft Fern,1,
iNat,Plantae,,,Cecropia,Cecropia pachystachya,Pumpwood,1,
iNat,Plantae,,,Eriobotrya,Eriobotrya japonica,Loquat,1,
iNat,Plantae,,,Catharanthus,Catharanthus roseus,Madagascar Periwinkle,1,
iNat,Plantae,,,Tradescantia,Tradescantia zebrina,Zebra Spiderwort,1,
iNat,Insecta,,,Eumorpha,Eumorpha labruscae,Gaudy Sphinx,1,
iNat,Arachnida,,,Micrathena,Micrathena swainsoni,,1,
iNat,Arachnida,,,Aglaoctenus,Aglaoctenus lagotis,,1,
iNat,Insecta,,,Hamadryas,Hamadryas amphinome,Red Cracker,1,
iNat,Fungi,,,Panaeolus,Panaeolus antillarum,,1,
iNat,Arachnida,,,Actinosoma,Actinosoma pentacanthum,,1,
iNat,Fungi,,,Hygrocybe,Hygrocybe miniata,Vermilion Waxcap,1,
iNat,Fungi,,,Oudemansiella,Oudemansiella cubensis,,1,
iNat,Insecta,,,Camponotus,Camponotus sericeiventris,Shimmering Golden Sugar ant,1,
iNat,Insecta,,,Pseudolycaena,Pseudolycaena marsyas,Marsyas Hairstreak,1,
iNat,Insecta,,,Dryadula,Dryadula phaetusa,Banded Orange Heliconian,1,
iNat,Plantae,,,Epiphyllum,Epiphyllum phyllanthus,,1,
iNat,Plantae,,,Luehea,Luehea candicans,,1,
iNat,Insecta,,,Erythemis,Erythemis vesiculosa,Great Pondhawk,1,
iNat,Arachnida,,,Chira,Chira simoni,,1,
iNat,Insecta,,,Pantherodes,Pantherodes pardalaria,,1,
iNat,Aves,,,Sporophila,Sporophila pileata,Pearly-bellied Seedeater,1,
iNat,Aves,,,Sicalis,Sicalis luteola,Grassland Yellow-Finch,1,
iNat,Plantae,,,Trimezia,Trimezia spathata,,1,
iNat,Insecta,,,Coraliomela,Coraliomela brunnea,,1,
iNat,Reptilia,,,Dipsas,Dipsas turgida,Bolivian Snail-eater,1,
iNat,Insecta,,,Morpho,Morpho helenor achillides,,1,
iNat,Plantae,,,Distimake,Distimake cissoides,,1,
iNat,Plantae,,,Prunus,Prunus mume,Flowering Apricot,1,
iNat,Insecta,,,Diabrotica,Diabrotica speciosa,,1,
iNat,Aves,,,Nystalus,Nystalus chacuru,White-eared Puffbird,1,
iNat,Plantae,,,Nicotiana,Nicotiana longiflora,long-flower tobacco,1,
iNat,Insecta,,,Anthanassa,Anthanassa hermas,,1,
iNat,Insecta,,,Achlyodes,Achlyodes busirus,Giant Sicklewing,1,
iNat,Insecta,,,Schistocerca,Schistocerca flavofasciata,,1,
iNat,Insecta,,,Cecropterus,Cecropterus dorantes,Dorantes Longtail,1,
iNat,Plantae,,,Parodia,Parodia nigrispina,,1,
iNat,Plantae,,,Cordia,Cordia trichotoma,,1,
iNat,Plantae,,,Annona,Annona emarginata,,1,
iNat,Fungi,,,Tetrapyrgos,Tetrapyrgos nigripes,Black-stalked Marasmius,1,
iNat,Reptilia,,,Homonota,Homonota rupicola,Enrock Straight-toed Gecko,1,
iNat,Insecta,,,Hoplomutilla,Hoplomutilla spinosa,,1,
iNat,Aves,,,Myiodynastes,Myiodynastes maculatus,Streaked Flycatcher,1,
iNat,Plantae,,,Urolepis,Urolepis hecatantha,,1,
iNat,Plantae,,,Sinningia,Sinningia warmingii,,1,
iNat,Insecta,,,Ministrymon,Ministrymon azia,Gray Ministreak,1,
iNat,Mollusca,,,Megalobulimus,Megalobulimus oblongus,Giant South American Snail,1,
iNat,Mammalia,,,Procyon,Procyon cancrivorus,Crab-eating Raccoon,1,
iNat,Aves,,,Tyto,Tyto furcata,American Barn Owl,1,
iNat,Insecta,,,Hypselonotus,Hypselonotus fulvus,,1,
iNat,Plantae,,,Portulaca,Portulaca umbraticola,wingpod purslane,1,
iNat,Mammalia,,,Alouatta,Alouatta caraya,Black-and-gold Howler Monkey,1,
iNat,Insecta,,,Apis,Apis mellifera,Western Honey Bee,1,
iNat,Plantae,,,Solanum,Solanum glaucophyllum,waxy-leaved nightshade,1,
iNat,Aves,,,Pyrrhura,Pyrrhura frontalis,Maroon-bellied Parakeet,1,
iNat,Insecta,,,Staurorhectus,Staurorhectus longicornis,,1,
iNat,Arachnida,,,Megafreya,Megafreya sutrix,,1,
iNat,Insecta,,,Hyperalonia,Hyperalonia morio,,1,
iNat,Insecta,,,Clarazella,Clarazella bimaculata,,1,
iNat,Insecta,,,Zoniopoda,Zoniopoda tarsata,,1,
iNat,Insecta,,,Calpodes,Calpodes ethlius,Brazilian Skipper,1,
iNat,Insecta,,,Lagria,Lagria villosa,Hairy Darkling Beetle,1,
iNat,Plantae,,,Aechmea,Aechmea bromeliifolia,,1,
iNat,Plantae,,,Pereskia,Pereskia nemorosa,,1,
iNat,Plantae,,,Aloysia,Aloysia gratissima,Whitebrush,1,
iNat,Plantae,,,Tradescantia,Tradescantia cymbispatha,Velvety Spiderwort,1,
iNat,Insecta,,,Olla,Olla v-nigrum,Ashy Gray Lady Beetle,1,
iNat,Insecta,,,Agelaia,Agelaia pallipes,,1,
iNat,Reptilia,,,Micrablepharus,Micrablepharus maximiliani,Maximilian's Blue-tailed Microteiid,1,
iNat,Arachnida,,,Hogna,Hogna gumia,,1,
iNat,Mammalia,,,Sylvilagus,Sylvilagus brasiliensis,Common Tapeti,1,
iNat,Plantae,,,Melothria,Melothria pendula,creeping cucumber,1,
iNat,Insecta,,,Catonephele,Catonephele numilia,Blue-frosted Banner,1,
iNat,Insecta,,,Rhynchophorus,Rhynchophorus palmarum,South American Palm Weevil,1,
iNat,Reptilia,,,Amphisbaena,Amphisbaena alba,Red Worm Lizard,1,
iNat,Arachnida,,,Trichonephila,Trichonephila clavipes,Golden Silk Spider,1,
iNat,Insecta,,,Siproeta,Siproeta stelenes,Malachite,1,
iNat,Insecta,,,Eantis,Eantis thraso,Southern Sicklewing,1,
iNat,Insecta,,,Danaus,Danaus gilippus,Queen,1,
iNat,Aves,,,Sporophila,Sporophila collaris,Rusty-collared Seedeater,1,
iNat,Insecta,,,Polyctor,Polyctor polyctor,Polyctor Tufted-Skipper,1,
iNat,Plantae,,,Leptostelma,Leptostelma tweediei,,1,
iNat,Plantae,,,Annona,Annona nutans,,1,
iNat,Plantae,,,Sapium,Sapium haematospermum,,1,
iNat,Plantae,,,Scoparia,Scoparia dulcis,Licorice Weed,1,
iNat,Plantae,,,Pombalia,Pombalia communis,,1,
iNat,Plantae,,,Passiflora,Passiflora tenuifila,,1,
iNat,Reptilia,,,Polychrus,Polychrus acutirostris,Brazilian Monkey Lizard,1,
iNat,Plantae,,,Campylocentrum,Campylocentrum micranthum,,1,
iNat,Plantae,,,Portulaca,Portulaca amilis,Paraguayan Purslane,1,
iNat,Plantae,,,Moringa,Moringa oleifera,Moringa tree,1,
iNat,Plantae,,,Zanthoxylum,Zanthoxylum rhoifolium,Tambataru,1,
iNat,Plantae,,,Calliandra,Calliandra brevicaulis,,1,
iNat,Plantae,,,Lithraea,Lithraea molleoides,,1,
iNat,Aves,,,Molothrus,Molothrus bonariensis,Shiny Cowbird,1,
iNat,Insecta,,,Tunga,Tunga penetrans,Jigger Flea,1,
iNat,Insecta,,,Exalphus,Exalphus gounellei,,1,
iNat,Plantae,,,Petrea,Petrea volubilis,Queen's Wreath,1,
iNat,Plantae,,,Dicliptera,Dicliptera squarrosa,Uruguayan Firecracker Plant,1,
iNat,Plantae,,,Coffea,Coffea arabica,Coffee,1,
iNat,Insecta,,,Telebasis,Telebasis willinki,,1,
iNat,Insecta,,,Melipotis,Melipotis ochrodes,,1,
iNat,Insecta,,,Apilocrocis,Apilocrocis novateutonialis,,1,
iNat,Insecta,,,Digitonthophagus,Digitonthophagus gazella,Gazelle Scarab,1,
iNat,Insecta,,,Dorcacerus,Dorcacerus barbatus,,1,
iNat,Insecta,,,Gymnetis,Gymnetis rufilatris,,1,
iNat,Insecta,,,Euphoria,Euphoria lurida,,1,
iNat,Insecta,,,Gymnetis,Gymnetis hebraica,,1,
iNat,Insecta,,,Marmarina,Marmarina insculpta,,1,
iNat,Plantae,,,Campuloclinium,Campuloclinium macrocephalum,Pompom Weed,1,
iNat,Insecta,,,Mallodon,Mallodon spinibarbis,,1,
iNat,Insecta,,,Coelosis,Coelosis bicornis,,1,
iNat,Insecta,,,Calosoma,Calosoma alternans,,1,
iNat,Plantae,,,Amphilophium,Amphilophium paniculatum,,1,
iNat,Plantae,,,Piriqueta,Piriqueta morongii,,1,
iNat,Insecta,,,Norape,Norape nigrovenosa,,1,
iNat,Plantae,,,Anemia,Anemia phyllitidis,,1,
iNat,Plantae,,,Commelina,Commelina platyphylla,Flat-leafed Dayflower,1,
iNat,Plantae,,,Balfourodendron,Balfourodendron riedelianum,marfim,1,
iNat,Reptilia,,,Leptophis,Leptophis marginatus,Southern Green Parrot Snake,1,
iNat,Aves,,,Columbina,Columbina picui,Picuí Ground Dove,1,
iNat,Plantae,,,Aechmea,Aechmea distichantha,Brazilian vaseplant,1,
iNat,Mammalia,,,Platyrrhinus,Platyrrhinus lineatus,White-lined Broad-nosed Bat,1,
iNat,Aves,,,Pyrocephalus,Pyrocephalus rubinus,Vermilion Flycatcher,1,
iNat,Insecta,,,Astylus,Astylus antis,,1,
iNat,Insecta,,,Temenis,Temenis laothoe,Orange Banner,1,
iNat,Insecta,,,Hamadryas,Hamadryas epinome,Epinome Cracker,1,
iNat,Reptilia,,,Erythrolamprus,Erythrolamprus poecilogyrus,Yellow-bellied Liophis,1,
iNat,Reptilia,,,Tropidurus,Tropidurus spinulosus,Spiny Lava Lizard,1,
iNat,Plantae,,,Corchorus,Corchorus orinocensis,Orinoco jute,1,
iNat,Insecta,,,Strephonota,Strephonota elika,,1,
iNat,Insecta,,,Dictyopsocus,Dictyopsocus pennicornis,,1,
iNat,Plantae,,,Pteris,Pteris vittata,Ladder brake,1,
iNat,Insecta,,,Strongylium,Strongylium luteicorne,,1,
iNat,Arachnida,,,Peucetia,Peucetia rubrolineata,,1,
iNat,Fungi,,,Lentinus,Lentinus crinitus,fringed sawgill,1,
iNat,Plantae,,,Anthurium,Anthurium paraguayense,,1,
iNat,Insecta,,,Neoclytus,Neoclytus ypsilon,,1,
iNat,Insecta,,,Ambonus,Ambonus distinctus,,1,
iNat,Insecta,,,Manduca,Manduca incisa,,1,
iNat,Reptilia,,,Micrurus,Micrurus frontalis,Southern Coralsnake,1,
iNat,Plantae,,,Senecio,Senecio grisebachii,,1,
iNat,Plantae,,,Baccharis,Baccharis trimera,,1,
iNat,Plantae,,,Citharexylum,Citharexylum montevidense,,1,
iNat,Insecta,,,Heraclides,Heraclides anchisiades,Ruby-spotted Swallowtail,1,
iNat,Fungi,,,Herpothallon,Herpothallon rubrocinctum,Christmas lichen,1,
iNat,Plantae,,,Pleopeltis,Pleopeltis pleopeltifolia,,1,
iNat,Insecta,,,Dirphia,Dirphia moderata,,1,
iNat,Plantae,,,Coix,Coix lacryma-jobi,Job's Tears,1,
iNat,Arachnida,,,Parawixia,Parawixia bistriata,,1,
iNat,Insecta,,,Oospila,Oospila includaria,,1,
iNat,Insecta,,,Chamaelimnas,Chamaelimnas briola,,1,
iNat,Aves,,,Geranoaetus,Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,1,
iNat,Plantae,,,Asclepias,Asclepias mellodora,,1,
iNat,Arachnida,,,Araneus,Araneus guttatus,,1,
iNat,Insecta,,,Hermetia,Hermetia illucens,Black Soldier Fly,1,
iNat,Aves,,,Nemosia,Nemosia pileata,Hooded Tanager,1,
iNat,Reptilia,,,Notomabuya,Notomabuya frenata,Cope's Mabuya,1,
iNat,Plantae,,,Angelonia,Angelonia integerrima,,1,
iNat,Mammalia,,,Dasypus,Dasypus novemcinctus,Southern Long-nosed Armadillo,1,
iNat,Insecta,,,Achryson,Achryson surinamum,,1,
iNat,Insecta,,,Brachygnathus,Brachygnathus angusticollis,,1,
iNat,Insecta,,,Opsiphanes,Opsiphanes invirae,Lowland Owl,1,
iNat,Insecta,,,Melipotis,Melipotis fasciolaris,Fasciolated Graphic,1,
iNat,Insecta,,,Arthromastix,Arthromastix lauralis,,1,
iNat,Insecta,,,Syngamia,Syngamia florella,Orange-spotted Flower Moth,1,
iNat,Insecta,,,Castoraeschna,Castoraeschna januaria,,1,
iNat,Mammalia,,,Tamandua,Tamandua tetradactyla,Southern Tamandua,1,
iNat,Aves,,,Leptotila,Leptotila verreauxi,White-tipped Dove,1,
iNat,Mammalia,,,Leopardus,Leopardus wiedii,Margay,1,
iNat,Insecta,,,Eurata,Eurata marcia,,1,
iNat,Aves,,,Gubernetes,Gubernetes yetapa,Streamer-tailed Tyrant,1,
iNat,Plantae,,,Passiflora,Passiflora alata,Winged-Stem Passion Flower,1,
iNat,Reptilia,,,Philodryas,Philodryas olfersii,Lichtenstein's Green Racer,1,
iNat,Reptilia,,,Stenocercus,Stenocercus caducus,Brown Leaf Lizard,1,
iNat,Reptilia,,,Iguana,Iguana iguana,Green Iguana,1,
iNat,Insecta,,,Carmenta,Carmenta wagneri,,1,
iNat,Fungi,,,Macrocybe,Macrocybe titans,American titan,1,
iNat,Insecta,,,Coelosis,Coelosis hippocrates,,1,
iNat,Insecta,,,Cyclocephala,Cyclocephala forsteri,,1,
iNat,Insecta,,,Trachypus,Trachypus elongatus,,1,
iNat,Insecta,,,Polybia,Polybia occidentalis occidentalis,,1,
iNat,Insecta,,,Trachypus,Trachypus patagonensis,,1,
iNat,Insecta,,,Polybia,Polybia ignobilis,,1,
iNat,Insecta,,,Polistes,Polistes subsericeus,,1,
iNat,Insecta,,,Polybia,Polybia sericea,,1,
iNat,Insecta,,,Polistes,Polistes billardieri ruficornis,,1,
iNat,Plantae,,,Cordia,Cordia ecalyculata,,1,
