latitude,longitude,ground_elevation_m,canopy_height_m,sensitivity,beam,granule,granule_time_start
-25.624449132961878,-57.040903347406434,2747.53,0.0,4.700282,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.62437857718022,-57.02043365050331,8863.938,0.0,2.4307292,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.624250514282856,-57.04239452743938,3673.5461,0.0,3.2955513,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.62419013940858,-57.03000569583451,1254.968,46.91516,0.9824941,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.624132767444074,-57.039670423438295,4714.167,41.026367,0.95818573,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.624108160436986,-57.03172453421593,4808.3813,17.095703,0.9637563,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.624104949616587,-57.038282398944986,1252.5262,26.4458,0.9915049,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.623861873973237,-57.042766037051464,3673.68,0.0,7.2804475,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.623794027345703,-57.02963021517428,1266.2404,29.843628,0.98298365,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.623741488503388,-57.04004358421236,4710.303,26.690918,0.98053616,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.623715089740486,-57.037910343395495,1254.3821,27.417358,0.96641004,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.623705931037975,-57.03210475619447,4786.7837,61.962402,0.9923659,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.62367139022553,-57.041645284882016,2747.3694,0.0,4.041475,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.62360232096472,-57.02117538070715,8863.788,0.0,4.214308,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.62342027776556,-57.02926744637067,1241.918,62.079834,0.9763142,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.62335015341875,-57.04041679918349,4706.3394,51.81494,0.97794014,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.623342446788847,-57.03754861736035,1228.6627,55.76831,0.9778935,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.62328247504202,-57.04201619154953,2747.2893,0.0,3.027892,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.623084304234702,-57.04350915272049,3673.4382,0.0,1.9499801,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.623065229395298,-57.02519628298164,158.447,14.483948,0.9420887,BEAM0000,GEDI02_A_2024252101809_O32515_04_T07075_02_004_02_V002.h5,2024-09-08T10:18:09.000Z
-25.623028441890327,-57.02889442762525,1246.1298,49.37964,0.9885458,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.623008602749348,-57.03278974939425,4906.5537,21.351074,0.9578432,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.622995910691113,-57.04277025353629,5316.099,1.0473633,0.9285841,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.622946094604824,-57.03717271126826,1240.6194,38.100464,0.97145265,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.622943098470614,-57.040801509069965,4677.9136,21.54004,0.9745657,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.622651674037744,-57.028529977087146,1226.3279,51.17224,0.9896513,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.6225995675484,-57.0331748905269,4874.9375,39.342285,0.9741043,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.62255480118241,-57.03679985419671,1244.3634,29.322266,0.9756988,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.622504574204616,-57.04275785586452,2747.1345,0.0,3.664224,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.62243780425556,-57.02228791742948,8863.445,0.0,18.01932,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.622250518159234,-57.02815169955643,1245.0776,46.91443,0.97902113,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.622192102778875,-57.03355896971928,4845.8223,68.90527,0.9813347,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.62217170627728,-57.03643192750556,1234.8914,38.848267,0.9795155,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.622115601719617,-57.043128513612274,2747.1929,0.0,4.0952086,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.62191778941117,-57.044623779177996,3672.806,0.0,2.1518753,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.621865025511244,-57.02778232552756,1238.8893,38.13733,0.99168813,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.62181158847019,-57.03392408960722,4857.748,33.407227,0.9837702,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.62178334772943,-57.036060868067814,1233.6788,47.363525,0.9867429,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.621546007568504,-57.04469021908132,1240.9331,39.009277,0.97943395,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.621471182257963,-57.02740822512591,1245.8477,25.699585,0.98746717,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.621409682172395,-57.03430434554345,4837.309,40.79834,0.9679649,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.621398294809037,-57.03569180526534,1227.0667,52.66797,0.9764614,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.621337581792094,-57.043870044019826,2746.736,0.0,265.10828,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.62127343790587,-57.023400215219674,8863.73,0.0,2.53091,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.621153593280575,-57.01561287107108,8904.565,0.0,2.5652306,BEAM0010,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.621143139111275,-57.044310158429944,1264.7745,25.146729,0.9822238,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.62109006246999,-57.02704135815533,1232.553,36.457275,0.97964257,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.621025195424554,-57.03467236092033,4843.422,27.510254,0.9812263,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.620996099145973,-57.03531249341801,1247.6758,28.948364,0.9765008,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.620948567205975,-57.04424057471338,2746.7034,0.0,2.394988,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.620755647244078,-57.04393942490036,1261.8044,22.120117,0.97326076,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.6207484758257,-57.04292891015833,4891.63,10.639648,0.96439916,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.620720375871734,-57.02668098958213,1201.0559,39.074585,0.9884819,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.62062721287896,-57.034953143813624,1215.0637,45.68445,0.99197716,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.6206251777113,-57.03505137166364,4826.0444,11.384766,0.96850824,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.620376615368837,-57.04357383390639,1244.0596,21.970703,0.9712515,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.6203553833901,-57.04330343696565,4884.575,21.24121,0.9768619,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.620326542467986,-57.02630692660015,1207.7788,37.24353,0.9651804,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.620228159260563,-57.034575743179104,1230.4619,41.387817,0.9850754,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.62018524424819,-57.03545857158664,4748.1426,31.802734,0.9704771,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.620108320189118,-57.02451289744138,8863.504,0.0,202.44388,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.619994101972917,-57.0432061228695,1232.1589,17.150635,0.93863463,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.619988319652954,-57.016726546119244,8903.849,0.0,3.208637,BEAM0010,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.6199301212242,-57.02593140360073,1218.5524,31.93872,0.9733862,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.619923580690344,-57.04370623668779,4817.267,58.01123,0.96943843,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.619839856783543,-57.034204793666106,1228.6311,39.371094,0.98116446,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61978858325252,-57.01787924629855,272.91327,18.432037,0.9599789,BEAM0101,GEDI02_A_2020296185923_O10548_04_T09921_02_003_02_V002.h5,2020-10-22T18:59:23.000Z
-25.619785248036138,-57.035837641143594,4730.9478,9.480957,0.95732343,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.61961219116485,-57.04283879465483,1219.1659,22.8302,0.95941883,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.619542980400958,-57.02556115476223,1214.5701,52.669678,0.9772722,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.619512900218314,-57.04409359768522,4782.713,35.463867,0.9610151,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.619456284846784,-57.03383668943036,1219.1854,39.670288,0.97317624,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.619427638209785,-57.03618685044411,4778.1606,25.979004,0.96460354,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.619216390382157,-57.04246307573538,1230.3071,21.33545,0.96572196,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61921221333221,-57.01746840206286,8904.193,0.0,1.9633421,BEAM0010,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.619143293919173,-57.02518379303269,1230.4468,40.155273,0.97726685,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.619074408071718,-57.033469609867815,1206.968,46.282715,0.9702357,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61899823076017,-57.03658672319524,4716.411,51.623047,0.9685015,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.618823713776898,-57.01783957140656,8903.604,0.0,2.5224416,BEAM0010,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.618812515427205,-57.042082484583965,1255.4694,14.68457,0.97823924,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.618747578463477,-57.02480869068834,1240.0077,31.563477,0.9865684,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61873760091268,-57.044834641811235,4784.96,7.876953,0.9592556,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.618691890625712,-57.03310215645733,1195.72,57.601562,0.98773235,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.618607524236698,-57.03695932881343,4713.4517,33.183594,0.9509587,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.618553629409007,-57.025997223608506,8863.097,0.0,1.6388768,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.618433573103395,-57.04171699857775,1237.2324,42.633667,0.97724336,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.618371867518036,-57.02444494502803,1217.8423,52.520386,0.97863007,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.618305184051838,-57.03273220270028,1191.1073,51.849976,0.97813815,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61816470975796,-57.0263684473206,8862.866,0.0,3.40646,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.618047061014963,-57.04134694210025,1232.1558,37.43994,0.98016167,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.617970872370535,-57.024066854177995,1235.7604,28.687622,0.9806427,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.617904742319958,-57.03235403151234,1208.3619,29.43689,0.97441727,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61778712862133,-57.03773209541554,4648.395,1.8291016,0.9420901,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.6176457171804,-57.040967917870205,1252.8812,21.93335,0.9724041,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.617585619924597,-57.02369769965414,1228.731,40.11841,0.99151343,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.617386832744497,-57.027110903805976,8862.701,0.0,2.039487,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.617325449268314,-57.015453501461074,4426.9414,11.769531,0.93544185,BEAM1011,GEDI02_A_2020210051357_O09206_04_T01536_02_003_01_V002.h5,2020-07-28T05:13:57.000Z
-25.617294489082,-57.03895190451407,244.96826,13.480499,0.90943164,BEAM0001,GEDI02_A_2024252101809_O32515_04_T07075_02_004_02_V002.h5,2024-09-08T10:18:09.000Z
-25.617254362968286,-57.04059494823381,1256.2306,12.778809,0.966479,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.617205990284297,-57.02333173702946,1212.8065,48.000977,0.973336,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.617110208465203,-57.03160150893467,1232.6868,20.209473,0.98008233,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.616997549273542,-57.0274823495924,8862.262,0.0,2.2578678,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.616942686394108,-57.015817216450245,4413.1553,40.054688,0.9782648,BEAM1011,GEDI02_A_2020210051357_O09206_04_T01536_02_003_01_V002.h5,2020-07-28T05:13:57.000Z
-25.616884881794036,-57.04023522435601,1221.5377,44.128296,0.97736573,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61682281007574,-57.022963760174974,1202.5426,43.781128,0.9815378,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61671913251983,-57.031228960304546,1234.9661,14.456909,0.97955614,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.616608659827218,-57.02785353791961,8862.577,0.0,5.0166087,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.61653517234523,-57.016211754743814,4455.128,18.346191,0.94147944,BEAM1011,GEDI02_A_2020210051357_O09206_04_T01536_02_003_01_V002.h5,2020-07-28T05:13:57.000Z
-25.616495037091468,-57.020064711135156,8903.401,0.0,4.126808,BEAM0010,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.616491030072886,-57.039860754142055,1229.2683,36.991577,0.9839771,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61642950762148,-57.0225900392274,1208.3685,25.962646,0.982915,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.616355910688632,-57.030873092057305,1192.837,40.942505,0.9661298,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.616219331480476,-57.02822500789591,8862.312,0.0,4.152596,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.616106563139006,-57.020435733480575,8902.872,0.0,1.7961261,BEAM0010,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.61609514044587,-57.039485053151864,1240.5719,12.5546875,0.96853197,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.616030188949253,-57.0222129024146,1223.782,0.8592529,0.98330003,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.615992887700315,-57.0413198769272,248.6049,17.045975,0.96973455,BEAM1000,GEDI02_A_2020296185923_O10548_04_T09921_02_003_02_V002.h5,2020-10-22T18:59:23.000Z
-25.615947051308407,-57.03048989953786,1223.4965,25.625366,0.9813033,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.615724373462015,-57.03912455785539,1208.2001,17.673706,0.9716116,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.615679611189222,-57.01705131505781,4630.405,22.044922,0.96473163,BEAM1011,GEDI02_A_2020210051357_O09206_04_T01536_02_003_01_V002.h5,2020-07-28T05:13:57.000Z
-25.615662156796976,-57.02185351604859,1189.6562,31.118408,0.980104,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.615557091117072,-57.030118023174076,1224.0481,31.228516,0.9665256,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61552218541194,-57.039912319641694,4750.789,1.1196289,0.9167957,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.615337231383315,-57.0387541512582,1204.3656,10.910645,0.9707655,BEAM0110,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.615330307499597,-57.02117730756492,8903.042,0.0,32.470646,BEAM0010,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.615287684131875,-57.01742646917338,4637.299,10.163086,0.97001916,BEAM1011,GEDI02_A_2020210051357_O09206_04_T01536_02_003_01_V002.h5,2020-07-28T05:13:57.000Z
-25.615268480654194,-57.021479575002964,1196.2574,28.428589,0.96189684,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.61517271192636,-57.02974948754669,1215.7383,28.053955,0.9677785,BEAM1000,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.615051506736982,-57.02933930751177,8862.338,0.0,3.017861,BEAM0011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
