species,kingdom,family,genus,decimalLatitude,decimalLongitude,year,basisOfRecord,occurrenceID,license
Talinum fruticosum,Plantae,Talinaceae,Talinum,-25.30823,-57.601163,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335194044,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Philodryas aestiva,Animalia,Colubridae,Philodryas,-25.483204,-56.859107,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335940505,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paroaria coronata,Animalia,Thraupidae,Paroaria,-25.3401,-57.5234,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335631070,http://creativecommons.org/licenses/by/4.0/legalcode
Veniliornis spilogaster,Animalia,Picidae,Veniliornis,-27.051026,-55.566106,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335114866,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paroaria coronata,Animalia,Thraupidae,Paroaria,-25.3383,-57.5258,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335626888,http://creativecommons.org/licenses/by/4.0/legalcode
Dorcacerus barbatus,Animalia,Cerambycidae,Dorcacerus,-25.463016,-56.063763,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334435585,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Dryas iulia,Animalia,Nymphalidae,Dryas,-25.3337,-57.5266,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335070448,http://creativecommons.org/licenses/by/4.0/legalcode
Aceria aloinis,Animalia,Eriophyidae,Aceria,-27.347015,-55.807814,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334133320,http://creativecommons.org/licenses/by/4.0/legalcode
Dolichoderus bispinosus,Animalia,Formicidae,Dolichoderus,-25.3396,-57.521,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335273791,http://creativecommons.org/licenses/by/4.0/legalcode
Rhinella diptycha,Animalia,Bufonidae,Rhinella,-25.890009,-56.840418,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333798154,http://creativecommons.org/licenses/by/4.0/legalcode
Myiopsitta monachus,Animalia,Psittacidae,Myiopsitta,-25.333841,-57.517716,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335148312,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pitangus sulphuratus,Animalia,Tyrannidae,Pitangus,-25.249989,-57.57405,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335730206,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Handroanthus heptaphyllus,Plantae,Bignoniaceae,Handroanthus,-25.253953,-57.432494,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335268614,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Commelina platyphylla,Plantae,Commelinaceae,Commelina,-27.22163,-56.149923,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333865745,http://creativecommons.org/licenses/by-nc/4.0/legalcode
,Animalia,Falconidae,Daptrius,-25.269802,-57.127196,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334447503,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Trichilia pallida,Plantae,Meliaceae,Trichilia,-25.405261,-57.584908,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333384068,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Erythrina crista-galli,Plantae,Fabaceae,Erythrina,-25.300929,-57.37379,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336024849,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cistothorus platensis,Animalia,Troglodytidae,Cistothorus,-26.494328,-55.774856,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336088619,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Lippia angustifolia,Plantae,Verbenaceae,Lippia,-26.203973,-56.051907,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335518214,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pontederia azurea,Plantae,Pontederiaceae,Pontederia,-27.22163,-56.149923,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333869702,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Corythalia conferta,Animalia,Salticidae,Corythalia,-25.3344,-57.5261,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334906635,http://creativecommons.org/licenses/by/4.0/legalcode
Bothrops diporus,Animalia,Viperidae,Bothrops,-25.742434,-56.793631,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335939561,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Biblis hyperia,Animalia,Sesiidae,Sesia,-25.270479,-57.12688,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335598958,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Saltator coerulescens,Animalia,Thraupidae,Saltator,-25.3369,-57.5263,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334717160,http://creativecommons.org/licenses/by/4.0/legalcode
Erythrina crista-galli,Plantae,Fabaceae,Erythrina,-25.30674,-57.38207,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336021267,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Gnorimopsar chopi,Animalia,Icteridae,Gnorimopsar,-27.091579,-55.49369,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334109297,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Dolichoderus bispinosus,Animalia,Formicidae,Dolichoderus,-25.3397,-57.5167,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334030777,http://creativecommons.org/licenses/by/4.0/legalcode
Guira guira,Animalia,Cuculidae,Guira,-26.249409,-55.975384,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335549242,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Menemerus bivittatus,Animalia,Salticidae,Menemerus,-25.33498,-57.543554,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335437832,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Justicia brasiliana,Plantae,Acanthaceae,Justicia,-25.270479,-57.12688,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333782521,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hasarius adansoni,Animalia,Salticidae,Hasarius,-25.3325,-57.5282,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333882433,http://creativecommons.org/licenses/by/4.0/legalcode
Portulaca umbraticola,Plantae,Portulacaceae,Portulaca,-25.298928,-57.589437,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335220723,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Latrodectus geometricus,Animalia,Theridiidae,Latrodectus,-25.3324,-57.5281,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335022628,http://creativecommons.org/licenses/by/4.0/legalcode
Furnarius rufus,Animalia,Furnariidae,Furnarius,-25.3311,-57.5274,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335273820,http://creativecommons.org/licenses/by/4.0/legalcode
Hasarius adansoni,Animalia,Salticidae,Hasarius,-25.3283,-57.5302,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334294874,http://creativecommons.org/licenses/by/4.0/legalcode
Justicia brasiliana,Plantae,Acanthaceae,Justicia,-26.204492,-56.054442,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335507947,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Commelina platyphylla,Plantae,Commelinaceae,Commelina,-26.204519,-56.054039,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335514659,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cephalotes pusillus,Animalia,Formicidae,Cephalotes,-25.3324,-57.5284,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335274311,http://creativecommons.org/licenses/by/4.0/legalcode
Carales maculicollis,Animalia,Erebidae,Carales,-26.511635,-55.788625,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336163313,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paroaria coronata,Animalia,Thraupidae,Paroaria,-25.3383,-57.523,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335126642,http://creativecommons.org/licenses/by/4.0/legalcode
Columbina picui,Animalia,Columbidae,Columbina,-25.3324,-57.5276,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335018875,http://creativecommons.org/licenses/by/4.0/legalcode
Scinax nasicus,Animalia,Hylidae,Scinax,-26.851238,-58.289613,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334026376,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Troglodytes musculus,Animalia,Troglodytidae,Troglodytes,-25.3538,-57.5114,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334667687,http://creativecommons.org/licenses/by/4.0/legalcode
Pseudogynoxys cumingii,Plantae,Asteraceae,Pseudogynoxys,-25.304622,-57.383853,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336019137,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Commelina platyphylla,Plantae,Commelinaceae,Commelina,-26.205247,-56.052903,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335516936,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Euphonia violacea,Animalia,Fringillidae,Euphonia,-27.051026,-55.566106,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334592094,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Anartia jatrophae,Animalia,Nymphalidae,Anartia,-25.3379,-57.5227,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334745979,http://creativecommons.org/licenses/by/4.0/legalcode
Buteogallus meridionalis,Animalia,Accipitridae,Buteogallus,-27.003947,-58.360043,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334393535,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Combretum indicum,Plantae,Combretaceae,Combretum,-25.30554,-57.593762,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333847417,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Furnarius rufus,Animalia,Furnariidae,Furnarius,-25.3401,-57.5234,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335627259,http://creativecommons.org/licenses/by/4.0/legalcode
Megascops choliba,Animalia,Strigidae,Megascops,-26.630168,-55.655925,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335830625,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Eucereon sylvius,Animalia,Erebidae,Eucereon,-27.240098,-55.936174,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334502067,http://creativecommons.org/licenses/by/4.0/legalcode
Agelaioides badius,Animalia,Icteridae,Agelaioides,-25.3374,-57.5267,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335018865,http://creativecommons.org/licenses/by/4.0/legalcode
Alternanthera hirtula,Plantae,Amaranthaceae,Alternanthera,-25.254325,-57.549498,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335261379,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Fidicina toulgoeti,Animalia,Cicadidae,Fidicina,-25.3383,-57.5258,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335626905,http://creativecommons.org/licenses/by/4.0/legalcode
Rhinella diptycha,Animalia,Bufonidae,Rhinella,-24.556181,-56.731001,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335655991,http://creativecommons.org/licenses/by/4.0/legalcode
Copernicia alba,Plantae,Arecaceae,Copernicia,-27.085786,-57.946862,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334608954,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Apostolepis dimidiata,Animalia,Colubridae,Apostolepis,-25.726886,-56.866882,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335941727,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Rupornis magnirostris,Animalia,Accipitridae,Rupornis,-25.378059,-57.524823,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334367292,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Battus polydamas,Animalia,Papilionidae,Battus,-25.310396,-57.520867,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334273392,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Rostrhamus sociabilis,Animalia,Accipitridae,Rostrhamus,-27.22163,-56.149923,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333864718,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Prionolopha serrata,Animalia,Romaleidae,Prionolopha,-26.205364,-56.052725,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335516963,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Thraupis sayaca,Animalia,Thraupidae,Thraupis,-25.3548,-57.5091,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334717213,http://creativecommons.org/licenses/by/4.0/legalcode
Justicia brasiliana,Plantae,Acanthaceae,Justicia,-26.204458,-56.054547,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335510068,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Baryphthengus ruficapillus,Animalia,Momotidae,Baryphthengus,-26.262561,-55.986558,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335616582,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pitangus sulphuratus,Animalia,Tyrannidae,Pitangus,-26.205269,-56.054338,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335549666,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Trichocentrum pumilum,Plantae,Orchidaceae,Trichocentrum,-26.205306,-56.052661,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335516957,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Chiroxiphia caudata,Animalia,Pipridae,Chiroxiphia,-26.2627,-55.986431,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335615739,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Menemerus bivittatus,Animalia,Salticidae,Menemerus,-25.305025,-57.527914,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336089798,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Machetornis rixosa,Animalia,Tyrannidae,Machetornis,-25.053942,-57.0985,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334302866,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Amphisbaena camura,Animalia,Amphisbaenidae,Amphisbaena,-25.32447,-57.554808,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335392596,http://creativecommons.org/licenses/by-nc/4.0/legalcode
,Animalia,Calliphoridae,Lucilia,-25.3325,-57.5282,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334515923,http://creativecommons.org/licenses/by/4.0/legalcode
Stachytarpheta cayennensis,Plantae,Verbenaceae,Stachytarpheta,-27.206919,-56.150373,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333492343,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tyrannus melancholicus,Animalia,Tyrannidae,Tyrannus,-25.3436,-57.533,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336243259,http://creativecommons.org/licenses/by/4.0/legalcode
Asystasia gangetica,Plantae,Acanthaceae,Asystasia,-25.265995,-57.502972,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336115191,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Alternanthera hirtula,Plantae,Amaranthaceae,Alternanthera,-25.383669,-57.461815,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335261377,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Scinax nasicus,Animalia,Hylidae,Scinax,-26.851176,-58.28961,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334668340,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Papilio anchisiades,Animalia,Papilionidae,Papilio,-26.85117,-58.289508,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334607901,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Saltator coerulescens,Animalia,Thraupidae,Saltator,-25.355,-57.5074,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334717251,http://creativecommons.org/licenses/by/4.0/legalcode
Thraupis sayaca,Animalia,Thraupidae,Thraupis,-25.3336,-57.5232,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335126647,http://creativecommons.org/licenses/by/4.0/legalcode
Handroanthus heptaphyllus,Plantae,Bignoniaceae,Handroanthus,-25.254161,-57.432506,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335268613,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Rutela lineola,Animalia,Scarabaeidae,Rutela,-26.20473,-56.054256,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335507885,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paroaria coronata,Animalia,Thraupidae,Paroaria,-25.3379,-57.5265,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334082043,http://creativecommons.org/licenses/by/4.0/legalcode
Selenidera maculirostris,Animalia,Ramphastidae,Selenidera,-26.072691,-56.813381,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335940675,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Quesada gigas,Animalia,Cicadidae,Quesada,-25.34,-57.5203,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333921110,http://creativecommons.org/licenses/by/4.0/legalcode
Urolepis hecatantha,Plantae,Asteraceae,Urolepis,-26.205636,-56.053069,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335516950,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pitangus sulphuratus,Animalia,Tyrannidae,Pitangus,-25.3499,-57.519,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334667601,http://creativecommons.org/licenses/by/4.0/legalcode
Justicia brasiliana,Plantae,Acanthaceae,Justicia,-26.219811,-56.014406,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335524373,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Xiphocolaptes major,Animalia,Furnariidae,Xiphocolaptes,-25.270479,-57.12688,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336078817,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pachylia syces,Animalia,Sphingidae,Pachylia,-25.3312,-57.5308,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334295287,http://creativecommons.org/licenses/by/4.0/legalcode
Hydropsalis torquata,Animalia,Caprimulgidae,Hydropsalis,-25.244792,-57.425483,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335351151,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Lantana montevidensis,Plantae,Verbenaceae,Lantana,-25.241091,-57.501143,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335602413,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Amazonetta brasiliensis,Animalia,Anatidae,Amazonetta,-26.215079,-56.025647,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335507870,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Camponotus renggeri,Animalia,Formicidae,Camponotus,-25.3412,-57.5329,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335939602,http://creativecommons.org/licenses/by/4.0/legalcode
Sporophila collaris,Animalia,Thraupidae,Sporophila,-27.22163,-56.149923,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333865060,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Menemerus bivittatus,Animalia,Salticidae,Menemerus,-25.3355,-57.5261,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334011589,http://creativecommons.org/licenses/by/4.0/legalcode
Bromelia balansae,Plantae,Bromeliaceae,Bromelia,-27.084667,-57.948862,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334406255,http://creativecommons.org/licenses/by-nc/4.0/legalcode
,Animalia,Falconidae,Daptrius,-26.217044,-56.021222,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335507867,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Falco sparverius,Animalia,Falconidae,Falco,-26.996344,-58.338454,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334395363,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Philira micans,Animalia,Salticidae,Philira,-26.225276,-56.021869,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335522872,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Troglodytes musculus,Animalia,Troglodytidae,Troglodytes,-26.205003,-56.054336,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335550709,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pitangus sulphuratus,Animalia,Tyrannidae,Pitangus,-26.249409,-55.975384,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335549164,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Erythrina crista-galli,Plantae,Fabaceae,Erythrina,-25.300378,-57.373639,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336024766,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paroaria coronata,Animalia,Thraupidae,Paroaria,-25.3401,-57.5234,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335631147,http://creativecommons.org/licenses/by/4.0/legalcode
Oecobius navus,Animalia,Oecobiidae,Oecobius,-25.337,-57.5259,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333882305,http://creativecommons.org/licenses/by/4.0/legalcode
Diloboderus abderus,Animalia,Scarabaeidae,Diloboderus,-27.376703,-55.956417,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334693725,http://creativecommons.org/licenses/by/4.0/legalcode
Piaya cayana,Animalia,Cuculidae,Piaya,-26.219538,-56.014694,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335524363,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hydrangea macrophylla,Plantae,Hydrangeaceae,Hydrangea,-27.216146,-56.263748,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335830187,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Myiopsitta monachus,Animalia,Psittacidae,Myiopsitta,-25.3346,-57.5209,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334746048,http://creativecommons.org/licenses/by/4.0/legalcode
Alternanthera hirtula,Plantae,Amaranthaceae,Alternanthera,-25.282314,-57.59581,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335261381,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Lygaeus alboornatus,Animalia,Lygaeidae,Lygaeus,-27.0851,-57.94832,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334406381,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Papilio thoas,Animalia,Papilionidae,Papilio,-27.056337,-55.752186,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334433354,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Eriopis connexa,Animalia,Coccinellidae,Eriopis,-25.3407,-57.5173,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333879943,http://creativecommons.org/licenses/by/4.0/legalcode
Chromacris speciosa,Animalia,Romaleidae,Chromacris,-26.851228,-58.289663,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333846344,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Turdus rufiventris,Animalia,Turdidae,Turdus,-25.3409,-57.5173,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333879924,http://creativecommons.org/licenses/by/4.0/legalcode
Danaus erippus,Animalia,Nymphalidae,Danaus,-27.371223,-57.487253,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335478768,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Phocides polybius,Animalia,Hesperiidae,Phocides,-27.055355,-55.753355,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334433624,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Molossus molossus,Animalia,Molossidae,Molossus,-25.30126,-57.605989,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335836130,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Argiope argentata,Animalia,Araneidae,Argiope,-25.26903,-57.586813,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334346141,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Methona themisto,Animalia,Nymphalidae,Methona,-26.205111,-56.054247,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335507873,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Colaptes campestris,Animalia,Picidae,Colaptes,-25.463016,-56.063763,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334433000,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Dolichoderus bispinosus,Animalia,Formicidae,Dolichoderus,-25.3399,-57.5165,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334036002,http://creativecommons.org/licenses/by/4.0/legalcode
Combretum fruticosum,Plantae,Combretaceae,Combretum,-26.219631,-56.014706,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335524361,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pachyramphus validus,Animalia,Cotingidae,Pachyramphus,-25.463016,-56.063763,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334435996,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Furnarius rufus,Animalia,Furnariidae,Furnarius,-26.205048,-56.054274,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335549980,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Leptotila verreauxi,Animalia,Columbidae,Leptotila,-25.3399,-57.5218,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/333879966,http://creativecommons.org/licenses/by/4.0/legalcode
Battus polydamas,Animalia,Papilionidae,Battus,-25.458636,-56.969465,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334334729,http://creativecommons.org/licenses/by/4.0/legalcode
Quesada gigas,Animalia,Cicadidae,Quesada,-25.34,-57.5231,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335735973,http://creativecommons.org/licenses/by/4.0/legalcode
Dilocarcinus pagei,Animalia,Trichodactylidae,Dilocarcinus,-24.880053,-56.888191,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334301342,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ascalapha odorata,Animalia,Erebidae,Ascalapha,-25.607724,-56.870729,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335106719,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Strix hylophila,Animalia,Strigidae,Strix,-26.605892,-55.601339,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335828039,http://creativecommons.org/licenses/by-nc/4.0/legalcode
,Animalia,Falconidae,Daptrius,-26.217011,-56.021752,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335507868,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Petiveria alliacea,Plantae,Phytolaccaceae,Petiveria,-25.300906,-57.376892,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/336024138,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Myiodynastes maculatus,Animalia,Tyrannidae,Myiodynastes,-26.219296,-56.015556,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/335589323,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Lysapsus limellum,Animalia,Hylidae,Lysapsus,-27.091219,-57.950103,2026,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/334487136,http://creativecommons.org/licenses/by-nc/4.0/legalcode
